DEF_PRTY_2,Time,Count,C
RED,1044.5,992,0.925373134
RED,1044.5,993,0.92630597
RED,1053.5,994,0.927238806
RED,1061.5,995,0.928171642
RED,1078.5,996,0.929104478
RED,1080.5,997,0.930037313
RED,1081,998,0.930970149
RED,1084.5,999,0.931902985
RED,1085.5,1000,0.932835821
RED,1086.5,1001,0.933768657
RED,1087.5,1002,0.934701493
RED,1104.5,1003,0.935634328
RED,1121,1004,0.936567164
RED,1138.5,1005,0.9375
RED,1155.5,1006,0.938432836
RED,1155.5,1007,0.939365672
RED,1156.5,1008,0.940298507
RED,1160.5,1009,0.941231343
RED,1162,1010,0.942164179
RED,1172.5,1011,0.943097015
RED,1175.5,1012,0.944029851
RED,1178,1013,0.944962687
RED,1178,1014,0.945895522
RED,1179.5,1015,0.946828358
RED,1179.5,1016,0.947761194
RED,1186.5,1017,0.94869403
RED,1192.5,1018,0.949626866
RED,1198,1019,0.950559701
RED,1216.5,1020,0.951492537
RED,1229.5,1021,0.952425373
RED,1232,1022,0.953358209
RED,1244,1023,0.954291045
RED,1252.5,1024,0.955223881
RED,1257,1025,0.956156716
RED,1257,1026,0.957089552
RED,1265,1027,0.958022388
RED,1266.5,1028,0.958955224
RED,1284.5,1029,0.95988806
RED,1285,1030,0.960820896
RED,1288.5,1031,0.961753731
RED,1290,1032,0.962686567
RED,1293,1033,0.963619403
RED,1303,1034,0.964552239
RED,1325.5,1035,0.965485075
RED,1326.5,1036,0.96641791
RED,1331.5,1037,0.967350746
RED,1332.5,1038,0.968283582
RED,1333.5,1039,0.969216418
RED,1342.5,1040,0.970149254
RED,1371,1041,0.97108209
RED,1396,1042,0.972014925
RED,1399,1043,0.972947761
RED,1424.5,1044,0.973880597
RED,1439,1045,0.974813433
RED,1439,1046,0.975746269
RED,1444,1047,0.976679104
RED,1448,1048,0.97761194
RED,1476.5,1049,0.978544776
RED,1477.5,1050,0.979477612
RED,1485,1051,0.980410448
RED,1491,1052,0.981343284
RED,1698.5,1053,0.982276119
RED,1739.5,1054,0.983208955
RED,1740.5,1055,0.984141791
RED,1749.5,1056,0.985074627
RED,1774.5,1057,0.986007463
RED,1777.5,1058,0.986940299
RED,1783,1059,0.987873134
RED,1799.5,1060,0.98880597
RED,1837.5,1061,0.989738806
RED,1864.5,1062,0.990671642
RED,1874,1063,0.991604478
RED,1902.5,1064,0.992537313
RED,1909,1065,0.993470149
RED,1947,1066,0.994402985
RED,1964,1067,0.995335821
RED,2036,1068,0.996268657
RED,2120.5,1069,0.997201493
RED,2164,1070,0.998134328
RED,2227.5,1071,0.999067164
RED,2241.5,1072,1
